,Data,Vendedor,Produto,Forma Pagamento,Preço Unitário,Qtd,Unnamed: 7,Unnamed: 8
323,4/22/2015,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
324,4/22/2015,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
325,4/22/2015,Renato Souza,Produto H,Dinheiro,R$ 396.00,3,,
326,4/22/2015,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,1,,
327,4/22/2015,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
328,4/22/2015,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
329,4/23/2015,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
330,4/23/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
331,4/23/2015,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
332,4/23/2015,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
333,4/24/2015,Anderson Gomes,Produto I,Dinheiro,R$ 759.00,1,,
334,4/24/2015,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
335,4/24/2015,Camila Souza,Produto G,Dinheiro,R$ 165.00,1,,
336,4/24/2015,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,1,,
337,4/25/2015,Diana Martins,Produto F,Cartão de Crédito,R$ 478.50,3,,
338,4/25/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
339,4/26/2015,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
340,4/26/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
341,4/26/2015,Felipe Melo,Produto E,Boleto Bancário,R$ 709.50,1,,
342,4/27/2015,Felipe Melo,Produto C,Dinheiro,R$ 148.50,3,,
343,4/27/2015,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,2,,
344,4/27/2015,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
345,4/28/2015,Anderson Gomes,Produto E,Cartão de Crédito,R$ 709.50,1,,
346,4/30/2015,Clara Nunes,Produto E,Dinheiro,R$ 709.50,2,,
347,5/1/2015,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
348,5/2/2015,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
349,5/3/2015,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
350,5/3/2015,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,3,,
351,5/3/2015,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
352,5/4/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
353,5/4/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
354,5/4/2015,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
355,5/5/2015,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
356,5/5/2015,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
357,5/6/2015,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,2,,
358,5/6/2015,Felipe Melo,Produto H,Dinheiro,R$ 396.00,1,,
359,5/6/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,2,,
360,5/7/2015,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,2,,
361,5/7/2015,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
362,5/7/2015,Clara Nunes,Produto D,Boleto Bancário,R$ 759.00,1,,
363,5/9/2015,Camila Souza,Produto I,Dinheiro,R$ 759.00,2,,
364,5/9/2015,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
365,5/10/2015,Felipe Melo,Produto B,Dinheiro,R$ 577.50,1,,
366,5/10/2015,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,2,,
367,5/10/2015,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
368,5/10/2015,Anderson Gomes,Produto A,Dinheiro,R$ 445.50,2,,
369,5/11/2015,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
370,5/11/2015,Diana Martins,Produto B,Boleto Bancário,R$ 577.50,1,,
371,5/12/2015,Diana Martins,Produto G,Cartão de Crédito,R$ 165.00,1,,
372,5/12/2015,Anderson Gomes,Produto D,Boleto Bancário,R$ 759.00,3,,
373,5/12/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,3,,
374,5/12/2015,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
375,5/13/2015,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
376,5/13/2015,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,1,,
377,5/15/2015,Renato Souza,Produto D,Dinheiro,R$ 759.00,1,,
378,5/15/2015,Renato Souza,Produto J,Dinheiro,R$ 66.00,1,,
379,5/15/2015,Anderson Gomes,Produto D,Boleto Bancário,R$ 759.00,1,,
380,5/16/2015,Diana Martins,Produto G,Dinheiro,R$ 165.00,1,,
381,5/16/2015,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,1,,
382,5/16/2015,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,3,,
383,5/16/2015,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
384,5/16/2015,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
385,5/17/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
386,5/17/2015,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
387,5/17/2015,Felipe Melo,Produto D,Dinheiro,R$ 759.00,1,,
388,5/18/2015,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
389,5/18/2015,Anderson Gomes,Produto E,Dinheiro,R$ 709.50,2,,
390,5/18/2015,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,1,,
391,5/19/2015,Anderson Gomes,Produto F,Cartão de Crédito,R$ 478.50,1,,
392,5/19/2015,Clara Nunes,Produto A,Cartão de Crédito,R$ 445.50,2,,
393,5/19/2015,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
394,5/19/2015,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
395,5/20/2015,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,3,,
396,5/20/2015,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,3,,
397,5/20/2015,Felipe Melo,Produto I,Dinheiro,R$ 759.00,1,,
398,5/22/2015,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
399,5/22/2015,Renato Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
400,5/22/2015,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
401,5/23/2015,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
402,5/24/2015,Diana Martins,Produto A,Dinheiro,R$ 445.50,1,,
403,5/24/2015,Anderson Gomes,Produto G,Dinheiro,R$ 165.00,1,,
404,5/24/2015,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
405,5/24/2015,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,1,,
406,5/24/2015,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,2,,
407,5/24/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,3,,
408,5/24/2015,Renato Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
409,5/24/2015,Diana Martins,Produto C,Boleto Bancário,R$ 148.50,1,,
410,5/24/2015,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
411,5/24/2015,Camila Souza,Produto H,Dinheiro,R$ 396.00,1,,
412,5/25/2015,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
413,5/25/2015,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
414,5/26/2015,Camila Souza,Produto J,Boleto Bancário,R$ 66.00,1,,
415,5/26/2015,Camila Souza,Produto I,Boleto Bancário,R$ 759.00,1,,
416,5/26/2015,Anderson Gomes,Produto F,Dinheiro,R$ 478.50,1,,
417,5/28/2015,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
418,5/29/2015,Anderson Gomes,Produto J,Dinheiro,R$ 66.00,1,,
419,5/29/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
420,5/30/2015,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
421,5/31/2015,Felipe Melo,Produto G,Cartão de Crédito,R$ 165.00,2,,
422,6/1/2015,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,2,,
423,6/1/2015,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
424,6/1/2015,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,1,,
425,6/1/2015,Clara Nunes,Produto G,Boleto Bancário,R$ 165.00,2,,
426,6/3/2015,Renato Souza,Produto G,Dinheiro,R$ 165.00,1,,
427,6/3/2015,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,3,,
428,6/3/2015,Felipe Melo,Produto J,Boleto Bancário,R$ 66.00,1,,
429,6/3/2015,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
430,6/4/2015,Anderson Gomes,Produto J,Dinheiro,R$ 66.00,1,,
431,6/4/2015,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,2,,
432,6/5/2015,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,1,,
433,6/5/2015,Camila Souza,Produto C,Dinheiro,R$ 148.50,3,,
434,6/6/2015,Anderson Gomes,Produto D,Dinheiro,R$ 759.00,2,,
435,6/6/2015,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
436,6/6/2015,Clara Nunes,Produto F,Dinheiro,R$ 478.50,1,,
437,6/7/2015,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,1,,
438,6/7/2015,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
439,6/7/2015,Clara Nunes,Produto J,Boleto Bancário,R$ 66.00,1,,
440,6/9/2015,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,3,,
441,6/9/2015,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
442,6/9/2015,Clara Nunes,Produto D,Boleto Bancário,R$ 759.00,1,,
443,6/10/2015,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,3,,
444,6/10/2015,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
445,6/11/2015,Clara Nunes,Produto G,Boleto Bancário,R$ 165.00,1,,
446,6/12/2015,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
447,6/12/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
448,6/12/2015,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,1,,
449,6/12/2015,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
450,6/13/2015,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
451,6/13/2015,Diana Martins,Produto I,Cartão de Crédito,R$ 759.00,1,,
452,6/13/2015,Anderson Gomes,Produto B,Cartão de Crédito,R$ 577.50,1,,
453,6/14/2015,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
454,6/16/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
455,6/16/2015,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
456,6/17/2015,Camila Souza,Produto B,Dinheiro,R$ 577.50,1,,
457,6/17/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
458,6/17/2015,Diana Martins,Produto D,Boleto Bancário,R$ 759.00,1,,
459,6/18/2015,Diana Martins,Produto A,Boleto Bancário,R$ 445.50,1,,
460,6/18/2015,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
461,6/19/2015,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
462,6/20/2015,Felipe Melo,Produto E,Boleto Bancário,R$ 709.50,1,,
463,6/21/2015,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,1,,
464,6/21/2015,Felipe Melo,Produto H,Cartão de Crédito,R$ 396.00,1,,
465,6/22/2015,Diana Martins,Produto D,Boleto Bancário,R$ 759.00,1,,
466,6/23/2015,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
467,6/23/2015,Clara Nunes,Produto J,Boleto Bancário,R$ 66.00,1,,
468,6/23/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
469,6/23/2015,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
470,6/24/2015,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
471,6/24/2015,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,3,,
472,6/24/2015,Renato Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
473,6/24/2015,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,1,,
474,6/24/2015,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,2,,
475,6/25/2015,Clara Nunes,Produto E,Boleto Bancário,R$ 709.50,2,,
476,6/26/2015,Renato Souza,Produto J,Dinheiro,R$ 66.00,1,,
477,6/26/2015,Diana Martins,Produto C,Cartão de Crédito,R$ 148.50,1,,
478,6/26/2015,Clara Nunes,Produto C,Dinheiro,R$ 148.50,1,,
479,6/26/2015,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
480,6/26/2015,Diana Martins,Produto A,Dinheiro,R$ 445.50,1,,
481,6/27/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
482,6/27/2015,Diana Martins,Produto B,Dinheiro,R$ 577.50,1,,
483,6/28/2015,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
484,6/28/2015,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,2,,
485,6/28/2015,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
486,6/29/2015,Felipe Melo,Produto A,Boleto Bancário,R$ 445.50,1,,
487,6/29/2015,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,2,,
488,6/29/2015,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,2,,
489,6/29/2015,Felipe Melo,Produto I,Dinheiro,R$ 759.00,1,,
490,6/30/2015,Diana Martins,Produto I,Boleto Bancário,R$ 759.00,1,,
491,6/30/2015,Diana Martins,Produto E,Boleto Bancário,R$ 709.50,1,,
492,6/30/2015,Felipe Melo,Produto F,Boleto Bancário,R$ 478.50,1,,
493,6/30/2015,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,2,,
494,7/2/2015,Anderson Gomes,Produto F,Boleto Bancário,R$ 478.50,2,,
495,7/2/2015,Clara Nunes,Produto A,Dinheiro,R$ 445.50,1,,
496,7/2/2015,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
497,7/2/2015,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,3,,
498,7/2/2015,Diana Martins,Produto B,Cartão de Crédito,R$ 577.50,1,,
499,7/2/2015,Felipe Melo,Produto E,Dinheiro,R$ 709.50,3,,
500,7/3/2015,Felipe Melo,Produto F,Cartão de Crédito,R$ 478.50,3,,
501,7/3/2015,Felipe Melo,Produto J,Dinheiro,R$ 66.00,3,,
502,7/3/2015,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
503,7/4/2015,Clara Nunes,Produto D,Cartão de Crédito,R$ 759.00,1,,
504,7/4/2015,Renato Souza,Produto B,Dinheiro,R$ 577.50,1,,
505,7/4/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
506,7/4/2015,Felipe Melo,Produto A,Dinheiro,R$ 445.50,1,,
507,7/5/2015,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,2,,
508,7/5/2015,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
509,7/6/2015,Felipe Melo,Produto I,Boleto Bancário,R$ 759.00,3,,
510,7/6/2015,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,3,,
511,7/6/2015,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,1,,
512,7/6/2015,Anderson Gomes,Produto E,Dinheiro,R$ 709.50,3,,
513,7/7/2015,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,3,,
514,7/7/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
515,7/8/2015,Camila Souza,Produto E,Dinheiro,R$ 709.50,1,,
516,7/9/2015,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,3,,
517,7/9/2015,Diana Martins,Produto E,Boleto Bancário,R$ 709.50,1,,
518,7/9/2015,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
519,7/9/2015,Anderson Gomes,Produto J,Boleto Bancário,R$ 66.00,1,,
520,7/9/2015,Camila Souza,Produto J,Boleto Bancário,R$ 66.00,2,,
521,7/10/2015,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
522,7/11/2015,Anderson Gomes,Produto C,Boleto Bancário,R$ 148.50,1,,
523,7/12/2015,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,2,,
524,7/13/2015,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
525,7/13/2015,Renato Souza,Produto I,Dinheiro,R$ 759.00,1,,
526,7/13/2015,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,1,,
527,7/13/2015,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,2,,
528,7/13/2015,Anderson Gomes,Produto H,Dinheiro,R$ 396.00,3,,
529,7/13/2015,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
530,7/14/2015,Anderson Gomes,Produto H,Cartão de Crédito,R$ 396.00,1,,
531,7/14/2015,Diana Martins,Produto G,Dinheiro,R$ 165.00,1,,
532,7/14/2015,Clara Nunes,Produto E,Cartão de Crédito,R$ 709.50,1,,
533,7/14/2015,Camila Souza,Produto D,Boleto Bancário,R$ 759.00,1,,
534,7/14/2015,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
535,7/15/2015,Felipe Melo,Produto I,Cartão de Crédito,R$ 759.00,1,,
536,7/15/2015,Clara Nunes,Produto H,Cartão de Crédito,R$ 396.00,1,,
537,7/15/2015,Clara Nunes,Produto F,Boleto Bancário,R$ 478.50,1,,
538,7/15/2015,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
539,7/16/2015,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
540,7/16/2015,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
541,7/16/2015,Renato Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
542,7/17/2015,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
543,7/17/2015,Clara Nunes,Produto J,Cartão de Crédito,R$ 66.00,1,,
544,7/18/2015,Diana Martins,Produto C,Dinheiro,R$ 148.50,2,,
545,7/18/2015,Anderson Gomes,Produto I,Cartão de Crédito,R$ 759.00,1,,
546,7/18/2015,Renato Souza,Produto C,Dinheiro,R$ 148.50,1,,
547,7/19/2015,Clara Nunes,Produto F,Dinheiro,R$ 478.50,1,,
548,7/19/2015,Anderson Gomes,Produto B,Boleto Bancário,R$ 577.50,1,,
549,7/19/2015,Renato Souza,Produto C,Boleto Bancário,R$ 148.50,1,,
550,7/19/2015,Felipe Melo,Produto I,Dinheiro,R$ 759.00,1,,
551,7/20/2015,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
552,7/20/2015,Renato Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
553,7/20/2015,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
554,7/20/2015,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
555,7/20/2015,Clara Nunes,Produto I,Boleto Bancário,R$ 759.00,1,,
556,7/21/2015,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
557,7/21/2015,Diana Martins,Produto C,Boleto Bancário,R$ 148.50,2,,
558,7/21/2015,Anderson Gomes,Produto H,Boleto Bancário,R$ 396.00,1,,
559,7/22/2015,Camila Souza,Produto G,Boleto Bancário,R$ 165.00,1,,
560,7/22/2015,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
561,7/22/2015,Camila Souza,Produto A,Dinheiro,R$ 445.50,2,,
562,7/23/2015,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
563,7/23/2015,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
564,7/24/2015,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
565,7/24/2015,Camila Souza,Produto G,Dinheiro,R$ 165.00,2,,
566,7/24/2015,Renato Souza,Produto B,Boleto Bancário,R$ 577.50,1,,
567,7/25/2015,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,3,,
568,7/25/2015,Anderson Gomes,Produto A,Boleto Bancário,R$ 445.50,3,,
569,7/25/2015,Felipe Melo,Produto E,Cartão de Crédito,R$ 709.50,1,,
570,7/26/2015,Anderson Gomes,Produto G,Boleto Bancário,R$ 165.00,1,,
571,7/26/2015,Clara Nunes,Produto D,Dinheiro,R$ 759.00,1,,
572,7/26/2015,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,3,,
573,7/27/2015,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
574,7/27/2015,Camila Souza,Produto H,Dinheiro,R$ 396.00,1,,
575,7/27/2015,Clara Nunes,Produto E,Dinheiro,R$ 709.50,1,,
576,7/27/2015,Camila Souza,Produto F,Dinheiro,R$ 478.50,1,,
577,7/27/2015,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
578,7/28/2015,Renato Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
579,7/28/2015,Felipe Melo,Produto B,Cartão de Crédito,R$ 577.50,1,,
580,7/28/2015,Renato Souza,Produto G,Cartão de Crédito,R$ 165.00,3,,
581,7/29/2015,Clara Nunes,Produto G,Cartão de Crédito,R$ 165.00,1,,
582,7/29/2015,Anderson Gomes,Produto C,Cartão de Crédito,R$ 148.50,1,,
583,7/29/2015,Clara Nunes,Produto F,Dinheiro,R$ 478.50,1,,
584,7/29/2015,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
585,7/29/2015,Diana Martins,Produto H,Cartão de Crédito,R$ 396.00,1,,
586,7/30/2015,Felipe Melo,Produto D,Boleto Bancário,R$ 759.00,3,,
587,7/30/2015,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
588,7/30/2015,Camila Souza,Produto G,Cartão de Crédito,R$ 165.00,1,,
589,7/30/2015,Clara Nunes,Produto E,Dinheiro,R$ 709.50,1,,
590,7/31/2015,Anderson Gomes,Produto D,Dinheiro,R$ 759.00,1,,
591,8/1/2015,Clara Nunes,Produto I,Cartão de Crédito,R$ 759.00,1,,
592,8/1/2015,Diana Martins,Produto J,Cartão de Crédito,R$ 66.00,1,,
593,8/1/2015,Anderson Gomes,Produto D,Cartão de Crédito,R$ 759.00,1,,
594,8/1/2015,Anderson Gomes,Produto G,Cartão de Crédito,R$ 165.00,3,,
595,8/1/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
596,8/2/2015,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
597,8/2/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
598,8/2/2015,Felipe Melo,Produto G,Boleto Bancário,R$ 165.00,2,,
599,8/3/2015,Anderson Gomes,Produto A,Cartão de Crédito,R$ 445.50,2,,
600,8/3/2015,Anderson Gomes,Produto A,Dinheiro,R$ 445.50,1,,
601,8/3/2015,Diana Martins,Produto C,Dinheiro,R$ 148.50,1,,
602,8/4/2015,Diana Martins,Produto A,Cartão de Crédito,R$ 445.50,1,,
603,8/5/2015,Felipe Melo,Produto I,Boleto Bancário,R$ 759.00,1,,
604,8/5/2015,Diana Martins,Produto A,Dinheiro,R$ 445.50,1,,
605,8/5/2015,Renato Souza,Produto A,Dinheiro,R$ 445.50,1,,
606,8/5/2015,Camila Souza,Produto F,Cartão de Crédito,R$ 478.50,1,,
607,8/5/2015,Camila Souza,Produto H,Boleto Bancário,R$ 396.00,1,,
608,8/5/2015,Renato Souza,Produto A,Cartão de Crédito,R$ 445.50,1,,
609,8/6/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,3,,
610,8/6/2015,Diana Martins,Produto D,Cartão de Crédito,R$ 759.00,1,,
611,8/6/2015,Anderson Gomes,Produto J,Cartão de Crédito,R$ 66.00,1,,
612,8/6/2015,Renato Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
613,8/6/2015,Camila Souza,Produto D,Cartão de Crédito,R$ 759.00,1,,
614,8/6/2015,Camila Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
615,8/6/2015,Renato Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
616,8/6/2015,Camila Souza,Produto B,Cartão de Crédito,R$ 577.50,1,,
617,8/7/2015,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,3,,
618,8/7/2015,Camila Souza,Produto E,Boleto Bancário,R$ 709.50,1,,
619,8/8/2015,Felipe Melo,Produto J,Boleto Bancário,R$ 66.00,1,,
620,8/8/2015,Felipe Melo,Produto J,Dinheiro,R$ 66.00,2,,
621,8/8/2015,Camila Souza,Produto A,Cartão de Crédito,R$ 445.50,3,,
622,8/8/2015,Felipe Melo,Produto J,Dinheiro,R$ 66.00,1,,
623,8/9/2015,Renato Souza,Produto I,Cartão de Crédito,R$ 759.00,1,,
624,8/9/2015,Renato Souza,Produto G,Boleto Bancário,R$ 165.00,2,,
625,8/9/2015,Anderson Gomes,Produto E,Dinheiro,R$ 709.50,1,,
626,8/9/2015,Felipe Melo,Produto H,Boleto Bancário,R$ 396.00,3,,
627,8/10/2015,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
628,8/10/2015,Clara Nunes,Produto D,Boleto Bancário,R$ 759.00,1,,
629,8/10/2015,Anderson Gomes,Produto F,Boleto Bancário,R$ 478.50,1,,
630,8/11/2015,Felipe Melo,Produto C,Cartão de Crédito,R$ 148.50,1,,
631,8/11/2015,Felipe Melo,Produto J,Boleto Bancário,R$ 66.00,2,,
632,8/12/2015,Clara Nunes,Produto F,Cartão de Crédito,R$ 478.50,1,,
633,8/12/2015,Diana Martins,Produto E,Cartão de Crédito,R$ 709.50,1,,
634,8/13/2015,Felipe Melo,Produto A,Cartão de Crédito,R$ 445.50,1,,
635,8/13/2015,Renato Souza,Produto J,Cartão de Crédito,R$ 66.00,3,,
636,8/13/2015,Camila Souza,Produto E,Cartão de Crédito,R$ 709.50,1,,
637,8/14/2015,Camila Souza,Produto J,Cartão de Crédito,R$ 66.00,1,,
638,8/14/2015,Camila Souza,Produto F,Dinheiro,R$ 478.50,1,,
639,8/15/2015,Felipe Melo,Produto J,Cartão de Crédito,R$ 66.00,1,,
640,8/15/2015,Clara Nunes,Produto A,Boleto Bancário,R$ 445.50,1,,
641,8/15/2015,Camila Souza,Produto C,Cartão de Crédito,R$ 148.50,1,,
642,8/15/2015,Felipe Melo,Produto D,Dinheiro,R$ 759.00,2,,
643,8/16/2015,Renato Souza,Produto H,Cartão de Crédito,R$ 396.00,3,,
644,8/16/2015,Camila Souza,Produto I,Cartão de Crédito,R$ 759.00,3,,
645,8/16/2015,Anderson Gomes,Produto A,Dinheiro,R$ 445.50,1,,
646,8/17/2015,Camila Souza,Produto H,Cartão de Crédito,R$ 396.00,1,,
647,8/17/2015,Felipe Melo,Produto F,Dinheiro,R$ 478.50,3,,
